Utterance_ID,Dialogue_ID,video_path,audio_path,Transcription,duration,split,target_stress,dataset_origin
train_dia6_utt5,6,train_splits/dia6_utt5.mp4,MELD_Audio/train_dia6_utt5.wav,"Oh no-no-no, give me some specifics.",2.419083333333333,train,1,MELD
train_dia6_utt6,6,train_splits/dia6_utt6.mp4,MELD_Audio/train_dia6_utt6.wav,"I love the specifics, the specifics were the best part!",4.087416666666666,train,0,MELD
train_dia6_utt7,6,train_splits/dia6_utt7.mp4,MELD_Audio/train_dia6_utt7.wav,"Hey, what about the scene with the kangaroo? Did-did you like that part?",5.046708333333333,train,0,MELD
train_dia6_utt8,6,train_splits/dia6_utt8.mp4,MELD_Audio/train_dia6_utt8.wav,I was surprised to see a kangaroo in a World War I epic.,5.630624999999999,train,0,MELD
train_dia6_utt9,6,train_splits/dia6_utt9.mp4,MELD_Audio/train_dia6_utt9.wav,You fell asleep!!,1.001,train,1,MELD
train_dia6_utt10,6,train_splits/dia6_utt10.mp4,MELD_Audio/train_dia6_utt10.wav,There was no kangaroo!,1.376375,train,1,MELD
train_dia6_utt11,6,train_splits/dia6_utt11.mp4,MELD_Audio/train_dia6_utt11.wav,They didn't take any of my suggestions!,3.378375,train,1,MELD
train_dia6_utt12,6,train_splits/dia6_utt12.mp4,MELD_Audio/train_dia6_utt12.wav,That's for coming buddy.,1.2929583333333332,train,0,MELD
train_dia6_utt13,6,train_splits/dia6_utt13.mp4,MELD_Audio/train_dia6_utt13.wav,I'll see you later.,0.9592916666666668,train,0,MELD
train_dia6_utt14,6,train_splits/dia6_utt14.mp4,MELD_Audio/train_dia6_utt14.wav,Don't go!,0.5839166666666666,train,0,MELD
train_dia6_utt15,6,train_splits/dia6_utt15.mp4,MELD_Audio/train_dia6_utt15.wav,I'm sorry.,0.7090416666666666,train,0,MELD
train_dia6_utt16,6,train_splits/dia6_utt16.mp4,MELD_Audio/train_dia6_utt16.wav,I'm so sorry!,1.25125,train,0,MELD
train_dia6_utt17,6,train_splits/dia6_utt17.mp4,MELD_Audio/train_dia6_utt17.wav,Look!,0.4587916666666666,train,0,MELD
train_dia6_utt18,6,train_splits/dia6_utt18.mp4,MELD_Audio/train_dia6_utt18.wav,This guy fell asleep!,1.1678333333333333,train,1,MELD
train_dia6_utt19,6,train_splits/dia6_utt19.mp4,MELD_Audio/train_dia6_utt19.wav,He fell asleep too!,0.625625,train,1,MELD
train_dia6_utt20,6,train_splits/dia6_utt20.mp4,MELD_Audio/train_dia6_utt20.wav,Be mad at him!,0.8341666666666666,train,1,MELD
train_dia6_utt21,6,train_splits/dia6_utt21.mp4,MELD_Audio/train_dia6_utt21.wav,"Or, call an ambulance.",1.876875,train,1,MELD
train_dia7_utt0,7,train_splits/dia7_utt0.mp4,MELD_Audio/train_dia7_utt0.wav,"Okay, look, I think we have to tell Rachel she messed up her dessert.",2.877872765626735,train,0,MELD
train_dia7_utt1,7,train_splits/dia7_utt1.mp4,MELD_Audio/train_dia7_utt1.wav,"What?! What is with everybody? It's Thanksgiving, not...Truth-Day!",4.087413493208985,train,1,MELD
train_dia8_utt0,8,train_splits/dia8_utt0.mp4,MELD_Audio/train_dia8_utt0.wav,"Yes, and it is my dying wish to have that ring.",4.087413493208985,train,0,MELD
train_dia8_utt1,8,train_splits/dia8_utt1.mp4,MELD_Audio/train_dia8_utt1.wav,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",7.3406609673957295,train,0,MELD
train_dia8_utt2,8,train_splits/dia8_utt2.mp4,MELD_Audio/train_dia8_utt2.wav,"Okay, that's enough honey!",1.3346656304355873,train,0,MELD
train_dia8_utt3,8,train_splits/dia8_utt3.mp4,MELD_Audio/train_dia8_utt3.wav,I don't know. Let me see the ring.,6.589911550275712,train,0,MELD
train_dia8_utt4,8,train_splits/dia8_utt4.mp4,MELD_Audio/train_dia8_utt4.wav,"Great! Okay, here.",2.8361644646756226,train,0,MELD
train_dia8_utt5,8,train_splits/dia8_utt5.mp4,MELD_Audio/train_dia8_utt5.wav,All right.,2.5859146589689503,train,0,MELD
train_dia8_utt6,8,train_splits/dia8_utt6.mp4,MELD_Audio/train_dia8_utt6.wav,Thank you. Thank you. Thank you! And,0.0834166019022242,train,0,MELD
train_dia9_utt0,9,train_splits/dia9_utt0.mp4,MELD_Audio/train_dia9_utt0.wav,What've you been up to?,2.8361644646756226,train,0,MELD
train_dia9_utt1,9,train_splits/dia9_utt1.mp4,MELD_Audio/train_dia9_utt1.wav,"Oh, you know, the usual, teaching aerobics, partying way too much.",6.256245142666815,train,0,MELD
train_dia9_utt2,9,train_splits/dia9_utt2.mp4,MELD_Audio/train_dia9_utt2.wav,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",5.8391621331556935,train,0,MELD
train_dia9_utt3,9,train_splits/dia9_utt3.mp4,MELD_Audio/train_dia9_utt3.wav,Can you hold on a moment? I have another call. I love her.,4.212538396062322,train,0,MELD
train_dia9_utt4,9,train_splits/dia9_utt4.mp4,MELD_Audio/train_dia9_utt4.wav,I know.,1.668332038044484,train,0,MELD
train_dia9_utt5,9,train_splits/dia9_utt5.mp4,MELD_Audio/train_dia9_utt5.wav,I'm back.,0.6256245142666815,train,0,MELD
train_dia9_utt6,9,train_splits/dia9_utt6.mp4,MELD_Audio/train_dia9_utt6.wav,"So, are we gonna get together or what?",2.252248251360053,train,0,MELD
train_dia9_utt7,9,train_splits/dia9_utt7.mp4,MELD_Audio/train_dia9_utt7.wav,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",6.214536841715703,train,0,MELD
train_dia9_utt8,9,train_splits/dia9_utt8.mp4,MELD_Audio/train_dia9_utt8.wav,"Great, I'll see you then.",2.877872765626735,train,0,MELD
train_dia9_utt9,9,train_splits/dia9_utt9.mp4,MELD_Audio/train_dia9_utt9.wav,Ok. Ok. Having a phone has finally paid off.,2.210539950408941,train,0,MELD
train_dia9_utt10,9,train_splits/dia9_utt10.mp4,MELD_Audio/train_dia9_utt10.wav,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",6.798453055031272,train,0,MELD
train_dia9_utt11,9,train_splits/dia9_utt11.mp4,MELD_Audio/train_dia9_utt11.wav,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",4.96328781318234,train,0,MELD
train_dia9_utt12,9,train_splits/dia9_utt12.mp4,MELD_Audio/train_dia9_utt12.wav,Oh my god. You are pure evil.,2.752747862773399,train,0,MELD
train_dia9_utt13,9,train_splits/dia9_utt13.mp4,MELD_Audio/train_dia9_utt13.wav,"Ok, pure evil , horny and alone . I've done this",8.425076792124644,train,1,MELD
train_dia10_utt0,10,train_splits/dia10_utt0.mp4,MELD_Audio/train_dia10_utt0.wav,Nobody!,1.4597905332889234,train,1,MELD
train_dia10_utt1,10,train_splits/dia10_utt1.mp4,MELD_Audio/train_dia10_utt1.wav,Nobody respects the bucket!,1.3763739313866994,train,1,MELD
train_dia10_utt2,10,train_splits/dia10_utt2.mp4,MELD_Audio/train_dia10_utt2.wav,You wouldn't believe what people put in here!,2.168831649457829,train,1,MELD
train_dia10_utt3,10,train_splits/dia10_utt3.mp4,MELD_Audio/train_dia10_utt3.wav,Look!,1.710040338995596,train,1,MELD
train_dia10_utt4,10,train_splits/dia10_utt4.mp4,MELD_Audio/train_dia10_utt4.wav,"Okay, does this look like a garbage can to you?",4.129121794160098,train,1,MELD
train_dia10_utt5,10,train_splits/dia10_utt5.mp4,MELD_Audio/train_dia10_utt5.wav,No.,2.252248251360053,train,0,MELD
train_dia11_utt0,11,train_splits/dia11_utt0.mp4,MELD_Audio/train_dia11_utt0.wav,This is my wedding.,1.209540727582251,train,0,MELD
train_dia11_utt1,11,train_splits/dia11_utt1.mp4,MELD_Audio/train_dia11_utt1.wav,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",3.420080677991192,train,1,MELD
train_dia11_utt2,11,train_splits/dia11_utt2.mp4,MELD_Audio/train_dia11_utt2.wav,Fine. You'll-you'll watch it on video when we get back.,2.7110395618222864,train,0,MELD
train_dia11_utt3,11,train_splits/dia11_utt3.mp4,MELD_Audio/train_dia11_utt3.wav,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,2.8361644646756226,train,0,MELD
train_dia11_utt4,11,train_splits/dia11_utt4.mp4,MELD_Audio/train_dia11_utt4.wav,Thank you.,1.0009992228266904,train,0,MELD
train_dia11_utt5,11,train_splits/dia11_utt5.mp4,MELD_Audio/train_dia11_utt5.wav,Thank you.,0.1251249028533363,train,0,MELD
train_dia11_utt6,11,train_splits/dia11_utt6.mp4,MELD_Audio/train_dia11_utt6.wav,"All right, let's go! Bye, Pheebs!",1.9602901447022687,train,0,MELD
train_dia11_utt7,11,train_splits/dia11_utt7.mp4,MELD_Audio/train_dia11_utt7.wav,"Bye, Pheebs!",1.710040338995596,train,0,MELD
train_dia11_utt8,11,train_splits/dia11_utt8.mp4,MELD_Audio/train_dia11_utt8.wav,London baby!!,1.7517486399467082,train,0,MELD
train_dia11_utt9,11,train_splits/dia11_utt9.mp4,MELD_Audio/train_dia11_utt9.wav,"Oh, do you need a hug? You don't have to bring me anything!",6.715036453129048,train,0,MELD
train_dia12_utt0,12,train_splits/dia12_utt0.mp4,MELD_Audio/train_dia12_utt0.wav,Hey!,1.7517486399467082,train,0,MELD
train_dia12_utt1,12,train_splits/dia12_utt1.mp4,MELD_Audio/train_dia12_utt1.wav,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,8.883868102586877,train,0,MELD
train_dia12_utt2,12,train_splits/dia12_utt2.mp4,MELD_Audio/train_dia12_utt2.wav,"That's great, but shouldn't you be on the toilet right now?",3.5452055808445286,train,0,MELD
train_dia12_utt3,12,train_splits/dia12_utt3.mp4,MELD_Audio/train_dia12_utt3.wav,What?!,1.3346656304355873,train,0,MELD
train_dia12_utt4,12,train_splits/dia12_utt4.mp4,MELD_Audio/train_dia12_utt4.wav,What's wrong with you?,1.251249028533363,train,0,MELD
train_dia12_utt5,12,train_splits/dia12_utt5.mp4,MELD_Audio/train_dia12_utt5.wav,Nothing!,1.0009992228266904,train,0,MELD
train_dia12_utt6,12,train_splits/dia12_utt6.mp4,MELD_Audio/train_dia12_utt6.wav,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",10.385366936826912,train,1,MELD
train_dia12_utt7,12,train_splits/dia12_utt7.mp4,MELD_Audio/train_dia12_utt7.wav,"But um, I don't think it's anything serious.",2.7944561637245107,train,0,MELD
train_dia12_utt8,12,train_splits/dia12_utt8.mp4,MELD_Audio/train_dia12_utt8.wav,This sounds like a hernia. You have toyou-you go to the doctor!,3.002997668480071,train,0,MELD
train_dia12_utt9,12,train_splits/dia12_utt9.mp4,MELD_Audio/train_dia12_utt9.wav,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",6.589911550275712,train,1,MELD
train_dia12_utt10,12,train_splits/dia12_utt10.mp4,MELD_Audio/train_dia12_utt10.wav,That's a hernia.,1.1678324266311388,train,0,MELD
train_dia12_utt11,12,train_splits/dia12_utt11.mp4,MELD_Audio/train_dia12_utt11.wav,Why did I have to start working out again? Damn you 15s!,5.380370822693461,train,1,MELD
train_dia13_utt0,13,train_splits/dia13_utt0.mp4,MELD_Audio/train_dia13_utt0.wav,I love your place! Where is this guy from?,4.087416666666666,train,0,MELD
train_dia13_utt1,13,train_splits/dia13_utt1.mp4,MELD_Audio/train_dia13_utt1.wav,Uh that's an eighteenth century Indian artifact from Calcutta.,9.801458333333333,train,0,MELD
train_dia13_utt2,13,train_splits/dia13_utt2.mp4,MELD_Audio/train_dia13_utt2.wav,"Oh wow! So, you're more than just dinosaurs.",6.005999999999999,train,0,MELD
train_dia13_utt3,13,train_splits/dia13_utt3.mp4,MELD_Audio/train_dia13_utt3.wav,So much more.,1.9185833333333333,train,0,MELD
train_dia14_utt0,14,train_splits/dia14_utt0.mp4,MELD_Audio/train_dia14_utt0.wav,"Well, well to sum up, we're having fun, you look young.",11.344666666666663,train,0,MELD
train_dia14_utt1,14,train_splits/dia14_utt1.mp4,MELD_Audio/train_dia14_utt1.wav,Okay,2.919583333333333,train,0,MELD
train_dia14_utt2,14,train_splits/dia14_utt2.mp4,MELD_Audio/train_dia14_utt2.wav,But that's not enough. So So here's a key to my apartment.,8.883875,train,0,MELD
train_dia14_utt3,14,train_splits/dia14_utt3.mp4,MELD_Audio/train_dia14_utt3.wav,Really?!,2.794458333333333,train,0,MELD
train_dia14_utt4,14,train_splits/dia14_utt4.mp4,MELD_Audio/train_dia14_utt4.wav,Really.,0.2919583333333333,train,0,MELD
train_dia14_utt5,14,train_splits/dia14_utt5.mp4,MELD_Audio/train_dia14_utt5.wav,You don't think this is too fast.,3.420083333333333,train,0,MELD
train_dia15_utt0,15,train_splits/dia15_utt0.mp4,MELD_Audio/train_dia15_utt0.wav,Get Out!,3.837163687502313,train,1,MELD
train_dia15_utt1,15,train_splits/dia15_utt1.mp4,MELD_Audio/train_dia15_utt1.wav,"Ross, can I talk to you for a minute?",1.8768735428000445,train,0,MELD
train_dia15_utt2,15,train_splits/dia15_utt2.mp4,MELD_Audio/train_dia15_utt2.wav,"Yes, please! So, what's going on?",6.881869656933496,train,0,MELD
train_dia15_utt3,15,train_splits/dia15_utt3.mp4,MELD_Audio/train_dia15_utt3.wav,"Uh, well... Joey and I broke up.",3.628622182746753,train,0,MELD
train_dia15_utt4,15,train_splits/dia15_utt4.mp4,MELD_Audio/train_dia15_utt4.wav,"Oh my God, wh-what happened?",5.422079123644573,train,0,MELD
train_dia15_utt5,15,train_splits/dia15_utt5.mp4,MELD_Audio/train_dia15_utt5.wav,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",8.508493394026868,train,0,MELD
train_dia15_utt6,15,train_splits/dia15_utt6.mp4,MELD_Audio/train_dia15_utt6.wav,I knew that was him!,2.502498057066726,train,1,MELD
train_dia15_utt7,15,train_splits/dia15_utt7.mp4,MELD_Audio/train_dia15_utt7.wav,"Anyway I just, uh, I think it's for the best.",3.795455386551201,train,0,MELD
train_dia15_utt8,15,train_splits/dia15_utt8.mp4,MELD_Audio/train_dia15_utt8.wav,"Hey, you ok?",1.8768735428000445,train,0,MELD
train_dia15_utt9,15,train_splits/dia15_utt9.mp4,MELD_Audio/train_dia15_utt9.wav,I guess.,2.210539950408941,train,0,MELD
train_dia15_utt10,15,train_splits/dia15_utt10.mp4,MELD_Audio/train_dia15_utt10.wav,There was hum... there was another reason that I thought it was time to end it with Joey.,8.049702083564636,train,0,MELD
train_dia15_utt11,15,train_splits/dia15_utt11.mp4,MELD_Audio/train_dia15_utt11.wav,I started to realize that I was having feelings for someone else.,5.880870434106806,train,0,MELD
train_dia15_utt12,15,train_splits/dia15_utt12.mp4,MELD_Audio/train_dia15_utt12.wav,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",5.046704415084564,train,0,MELD
train_dia15_utt13,15,train_splits/dia15_utt13.mp4,MELD_Audio/train_dia15_utt13.wav,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",3.37837237704008,train,0,MELD
train_dia15_utt14,15,train_splits/dia15_utt14.mp4,MELD_Audio/train_dia15_utt14.wav,"Yeah, can you guys just throw him in the pool later?",1.9602901447022687,train,0,MELD
train_dia15_utt15,15,train_splits/dia15_utt15.mp4,MELD_Audio/train_dia15_utt15.wav,Or we could throw you both in,2.127123348506717,train,0,MELD
train_dia15_utt16,15,train_splits/dia15_utt16.mp4,MELD_Audio/train_dia15_utt16.wav,"Ok, gentlemen!",0.9592909218755784,train,1,MELD
train_dia15_utt17,15,train_splits/dia15_utt17.mp4,MELD_Audio/train_dia15_utt17.wav,Please!,0.5422079123644573,train,1,MELD
train_dia15_utt18,15,train_splits/dia15_utt18.mp4,MELD_Audio/train_dia15_utt18.wav,Aren't we a little old for this?,2.252248251360053,train,1,MELD
train_dia15_utt19,15,train_splits/dia15_utt19.mp4,MELD_Audio/train_dia15_utt19.wav,"I mean, we're scientists, right?",1.710040338995596,train,0,MELD
train_dia15_utt20,15,train_splits/dia15_utt20.mp4,MELD_Audio/train_dia15_utt20.wav,We're academics.,0.9592909218755784,train,1,MELD
train_dia15_utt21,15,train_splits/dia15_utt21.mp4,MELD_Audio/train_dia15_utt21.wav,And most importantly I... you-you will have to catch us first.,3.878871988453425,train,0,MELD
train_dia15_utt22,15,train_splits/dia15_utt22.mp4,MELD_Audio/train_dia15_utt22.wav,"GO, GO, GO!",2.419081455164502,train,0,MELD
train_dia16_utt0,16,train_splits/dia16_utt0.mp4,MELD_Audio/train_dia16_utt0.wav,"Go, go, go!",1.0427075237778023,train,0,MELD
train_dia16_utt1,16,train_splits/dia16_utt1.mp4,MELD_Audio/train_dia16_utt1.wav,"Oh yeah, now everybody wants to be under this hat!",2.168831649457829,train,0,MELD
