Utterance_ID,Session,Emotion,Valence,Arousal,Dominance,Text,Start_Time,End_Time,Path_Wav_Audio,Path_Video_Processed,Path_Source_Video,duration,Dialogue_ID,word_count,target_stress
Ses01F_impro01_F013,1,frustration,2.0,4.0,3.5,How long have you been working here?,93.67,97.0218,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F013.wav,IEMOCAP_CLIPS/Ses01F_impro01_F013.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,3.3517999999999972,Ses01F_impro01,7,1
Ses01F_impro01_F014,1,neutral,2.5,3.5,3.5,"Clearly. You know, do you have like a supervisor or something?",97.89,102.96,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F014.wav,IEMOCAP_CLIPS/Ses01F_impro01_F014.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,5.069999999999993,Ses01F_impro01,11,0
Ses01F_impro01_F015,1,frustration,2.0,3.5,3.0,That would - I would appreciate that. Yeah.,103.97,106.71,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F015.wav,IEMOCAP_CLIPS/Ses01F_impro01_F015.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,2.739999999999995,Ses01F_impro01,8,1
Ses01F_impro01_M000,1,frustration,2.5,2.0,2.5,Do you have your forms?,7.5712,10.475,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M000.wav,IEMOCAP_CLIPS/Ses01F_impro01_M000.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,2.9037999999999995,Ses01F_impro01,5,1
Ses01F_impro01_M001,1,frustration,2.5,2.0,2.5,Let me see them.,10.9266,14.6649,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M001.wav,IEMOCAP_CLIPS/Ses01F_impro01_M001.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,3.738299999999999,Ses01F_impro01,4,1
Ses01F_impro01_M002,1,frustration,2.0,3.5,3.5,Who told you to get in this line?,16.8352,19.7175,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M002.wav,IEMOCAP_CLIPS/Ses01F_impro01_M002.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,2.8823000000000008,Ses01F_impro01,8,1
Ses01F_impro01_M003,1,frustration,2.5,3.5,3.5,Okay. But I didn't tell you to get in this line if you are filling out this particular form.,23.47,28.03,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M003.wav,IEMOCAP_CLIPS/Ses01F_impro01_M003.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,4.560000000000002,Ses01F_impro01,19,1
Ses01F_impro01_M004,1,frustration,2.0,4.0,3.5,This form is a Z.X.four.,28.395,31.2117,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M004.wav,IEMOCAP_CLIPS/Ses01F_impro01_M004.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,2.816700000000001,Ses01F_impro01,5,1
Ses01F_impro01_M005,1,frustration,2.0,3.5,3.5,"You can't-- This is not the line for Z.X.four. If you're going to fill out the Z.X.four, you need to have a different form of ID.",31.266,39.3875,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M005.wav,IEMOCAP_CLIPS/Ses01F_impro01_M005.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,8.121500000000005,Ses01F_impro01,26,1
Ses01F_impro01_M006,1,frustration,2.0,3.5,3.5,No. I need another set of ID to prove this is actually you.,41.23,46.98,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M006.wav,IEMOCAP_CLIPS/Ses01F_impro01_M006.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,5.75,Ses01F_impro01,13,1
Ses01F_impro01_M007,1,frustration,2.5,3.5,3.0,I don't know. But I need an ID to pass this form along. I can't just send it along without an ID.,51.4,57.64,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M007.wav,IEMOCAP_CLIPS/Ses01F_impro01_M007.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,6.240000000000002,Ses01F_impro01,22,1
Ses01F_impro01_M008,1,frustration,2.0,3.5,3.5,"No. I need another ID, a separate one.",58.18,62.59,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M008.wav,IEMOCAP_CLIPS/Ses01F_impro01_M008.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,4.410000000000004,Ses01F_impro01,8,1
Ses01F_impro01_M009,1,frustration,2.5,3.5,4.0,"A birth certificate, a passport...a student ID; didn't you go to school? Anything?",65.51,73.0,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M009.wav,IEMOCAP_CLIPS/Ses01F_impro01_M009.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,7.489999999999995,Ses01F_impro01,13,1
Ses01F_impro01_M010,1,frustration,2.0,4.5,4.0,"Yeah. We keep it on file, but we need an ID to access that file.",81.59,86.03,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M010.wav,IEMOCAP_CLIPS/Ses01F_impro01_M010.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,4.439999999999998,Ses01F_impro01,15,1
Ses01F_impro01_M011,1,anger,2.0,4.0,4.0,I don't understand why this is so complicated for people when they get here. It's just a simple form. I just need an ID.,87.15,94.39,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M011.wav,IEMOCAP_CLIPS/Ses01F_impro01_M011.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,7.239999999999995,Ses01F_impro01,24,1
Ses01F_impro01_M013,1,anger,2.0,4.5,4.5,Yeah. Do you want to see my supervisor? Huh? Yeah. Do you want to see my supervisor? Fine. I'll be right back.,101.84,107.87,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M013.wav,IEMOCAP_CLIPS/Ses01F_impro01_M013.mp4,Session1/dialog/avi/DivX/Ses01F_impro01.avi,6.030000000000001,Ses01F_impro01,22,1
Ses01F_impro02_F000,1,sadness,2.5,2.0,1.5,Did you get the mail? So you saw my letter?,7.2688,16.6,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F000.wav,IEMOCAP_CLIPS/Ses01F_impro02_F000.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,9.331200000000003,Ses01F_impro02,10,0
Ses01F_impro02_F001,1,sadness,2.0,1.5,1.5,Yeah. I know.,19.85,22.78,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F001.wav,IEMOCAP_CLIPS/Ses01F_impro02_F001.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,2.9299999999999997,Ses01F_impro02,3,0
Ses01F_impro02_F002,1,sadness,2.0,1.5,1.5,I don't know. I put in that. request too. They didn't...,26.5659,32.2895,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F002.wav,IEMOCAP_CLIPS/Ses01F_impro02_F002.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,5.723599999999998,Ses01F_impro02,11,0
Ses01F_impro02_F003,1,neutral,2.0,2.0,2.0,"I guess, you know, everybody has to make sacrifices.",32.3075,37.96,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F003.wav,IEMOCAP_CLIPS/Ses01F_impro02_F003.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,5.652500000000003,Ses01F_impro02,9,0
Ses01F_impro02_F004,1,sadness,2.5,2.0,2.5,"There's people that have given more though, you know?",47.34,53.11,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F004.wav,IEMOCAP_CLIPS/Ses01F_impro02_F004.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,5.769999999999996,Ses01F_impro02,9,0
Ses01F_impro02_F005,1,sadness,2.0,2.0,2.5,I know.,58.75,61.31,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F005.wav,IEMOCAP_CLIPS/Ses01F_impro02_F005.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,2.5600000000000023,Ses01F_impro02,2,0
Ses01F_impro02_F006,1,neutral,2.5,2.5,2.5,"There's babies over there, though, that need mothers.",64.255,68.47,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F006.wav,IEMOCAP_CLIPS/Ses01F_impro02_F006.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.215000000000003,Ses01F_impro02,8,0
Ses01F_impro02_F008,1,sadness,1.5,2.0,1.5,"Just, you know, kicking myself.",87.2031,91.09,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F008.wav,IEMOCAP_CLIPS/Ses01F_impro02_F008.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.886899999999997,Ses01F_impro02,5,0
Ses01F_impro02_F010,1,sadness,2.0,1.5,2.0,things just aren't what they seem.,97.94,102.19,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F010.wav,IEMOCAP_CLIPS/Ses01F_impro02_F010.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.25,Ses01F_impro02,6,0
Ses01F_impro02_F012,1,sadness,3.5,2.0,1.5,"If not me then, who?",117.83,120.8605,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F012.wav,IEMOCAP_CLIPS/Ses01F_impro02_F012.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.0305000000000035,Ses01F_impro02,5,0
Ses01F_impro02_F013,1,sadness,1.5,2.0,2.0,"You'll videotape everything, yeah?",127.82,133.9455,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F013.wav,IEMOCAP_CLIPS/Ses01F_impro02_F013.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,6.125500000000017,Ses01F_impro02,4,0
Ses01F_impro02_F014,1,sadness,1.5,2.0,2.0,"Maybe you can send it to me, like stream it, yeah?",139.03,146.43,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,IEMOCAP_CLIPS/Ses01F_impro02_F014.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,7.400000000000006,Ses01F_impro02,11,0
Ses01F_impro02_F015,1,sadness,2.0,2.5,2.5,Last month-- Yeah.,151.4221,155.01,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F015.wav,IEMOCAP_CLIPS/Ses01F_impro02_F015.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.5878999999999905,Ses01F_impro02,3,0
Ses01F_impro02_F016,1,neutral,2.0,1.0,2.5,I have to find sitters.,163.54,165.73,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F016.wav,IEMOCAP_CLIPS/Ses01F_impro02_F016.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,2.1899999999999977,Ses01F_impro02,5,0
Ses01F_impro02_F017,1,sadness,3.5,3.0,2.5,"We've got friends, that's why we moved here, huh? Because there is a day care down the street.",169.36,176.015,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,IEMOCAP_CLIPS/Ses01F_impro02_F017.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,6.654999999999973,Ses01F_impro02,18,0
Ses01F_impro02_F018,1,neutral,2.5,2.5,2.5,And your mother is close by.,176.08,179.13,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F018.wav,IEMOCAP_CLIPS/Ses01F_impro02_F018.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.049999999999983,Ses01F_impro02,6,0
Ses01F_impro02_F019,1,sadness,2.5,1.5,2.0,I'll send you lots of letters.,182.83,185.8894,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav,IEMOCAP_CLIPS/Ses01F_impro02_F019.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.0593999999999824,Ses01F_impro02,6,0
Ses01F_impro02_F020,1,sadness,4.0,2.0,2.5,And I want lots and lots and lots of pictures.,186.58,191.11,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav,IEMOCAP_CLIPS/Ses01F_impro02_F020.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.530000000000001,Ses01F_impro02,10,0
Ses01F_impro02_M001,1,sadness,2.0,2.5,2.5,"I don't understand. You've already done so much, I don't know why do you have to go back.",21.76,27.5558,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M001.wav,IEMOCAP_CLIPS/Ses01F_impro02_M001.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,5.7958,Ses01F_impro02,18,0
Ses01F_impro02_M003,1,frustration,2.0,3.0,3.0,I just don't see how they can make you leave when you have a new baby - we have a new kid.,52.71,59.0534,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M003.wav,IEMOCAP_CLIPS/Ses01F_impro02_M003.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,6.343400000000003,Ses01F_impro02,22,1
Ses01F_impro02_M005,1,sadness,2.0,3.0,1.5,I don't know how you can be okay with this? I don't know why you're not-- you're fine with it.,69.34,74.29,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M005.wav,IEMOCAP_CLIPS/Ses01F_impro02_M005.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.950000000000003,Ses01F_impro02,20,0
Ses01F_impro02_M008,1,frustration,2.5,1.5,2.0,I know.,110.5653,113.2,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M008.wav,IEMOCAP_CLIPS/Ses01F_impro02_M008.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,2.6347000000000094,Ses01F_impro02,2,1
Ses01F_impro02_M009,1,sadness,2.0,1.5,2.5,I just don't see why it has to be you.,114.1775,117.85,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav,IEMOCAP_CLIPS/Ses01F_impro02_M009.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.6724999999999994,Ses01F_impro02,10,0
Ses01F_impro02_M010,1,sadness,2.0,2.0,1.5,What am I going to do? Huh?,120.4105,124.63,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M010.wav,IEMOCAP_CLIPS/Ses01F_impro02_M010.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.2194999999999965,Ses01F_impro02,7,0
Ses01F_impro02_M011,1,sadness,2.5,1.5,2.5,Yeah.,133.88,137.1,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M011.wav,IEMOCAP_CLIPS/Ses01F_impro02_M011.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,3.219999999999999,Ses01F_impro02,1,0
Ses01F_impro02_M012,1,neutral,2.5,2.0,2.0,Don't you guys have access to computers over there.,147.03,151.7101,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M012.wav,IEMOCAP_CLIPS/Ses01F_impro02_M012.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.68010000000001,Ses01F_impro02,9,0
Ses01F_impro02_M013,1,sadness,1.5,2.0,2.0,I just don't know how I'm going to do it without you.,157.98,162.71,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M013.wav,IEMOCAP_CLIPS/Ses01F_impro02_M013.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.730000000000018,Ses01F_impro02,12,0
Ses01F_impro02_M014,1,sadness,1.5,3.0,1.5,I can't raise a baby by myself. How?,164.885,169.5,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav,IEMOCAP_CLIPS/Ses01F_impro02_M014.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.615000000000009,Ses01F_impro02,8,0
Ses01F_impro02_M015,1,neutral,3.0,3.0,1.5,I know.,175.47,176.72,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M015.wav,IEMOCAP_CLIPS/Ses01F_impro02_M015.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,1.25,Ses01F_impro02,2,0
Ses01F_impro02_M016,1,frustration,2.0,1.5,2.5,It's just not fair.,195.1047,199.52,Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M016.wav,IEMOCAP_CLIPS/Ses01F_impro02_M016.mp4,Session1/dialog/avi/DivX/Ses01F_impro02.avi,4.415300000000002,Ses01F_impro02,4,1
Ses01F_impro03_F000,1,joy,4.3333,2.6667,2.6667,Well Vegas was awesome.,4.88,7.74,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,IEMOCAP_CLIPS/Ses01F_impro03_F000.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.8600000000000003,Ses01F_impro03,4,0
Ses01F_impro03_F001,1,joy,4.0,2.6667,2.6667,"And, um, I got married.",7.93,11.37,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,IEMOCAP_CLIPS/Ses01F_impro03_F001.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,3.4399999999999995,Ses01F_impro03,5,0
Ses01F_impro03_F002,1,joy,4.3333,3.0,2.3333,Yeah. In the old town part.,12.8,15.37,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,IEMOCAP_CLIPS/Ses01F_impro03_F002.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.5699999999999985,Ses01F_impro03,6,0
Ses01F_impro03_F004,1,joy,4.6667,3.6667,2.3333,Um- Yes. It was very romantic.,21.75,25.52,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,IEMOCAP_CLIPS/Ses01F_impro03_F004.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,3.7699999999999996,Ses01F_impro03,6,0
Ses01F_impro03_F005,1,joy,4.3333,4.0,2.3333,It was at the slot machines.,25.5584,28.14,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,IEMOCAP_CLIPS/Ses01F_impro03_F005.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.5816000000000017,Ses01F_impro03,6,0
Ses01F_impro03_F006,1,joy,4.0,3.3333,2.6667,"Uhuh, uhuh. He won big and he-and he realized that the only thing that would make it better was me as his bride.",28.37,34.71,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,IEMOCAP_CLIPS/Ses01F_impro03_F006.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,6.34,Ses01F_impro03,23,0
Ses01F_impro03_F008,1,joy,4.0,3.3333,2.3333,"Yeah. Well. You know, because he's leaving the next day.",40.12,42.79,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,IEMOCAP_CLIPS/Ses01F_impro03_F008.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.6700000000000017,Ses01F_impro03,10,0
Ses01F_impro03_F009,1,joy,4.0,2.6667,2.3333,But we're going to have a honeymoon cruise.,42.84,44.54,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,IEMOCAP_CLIPS/Ses01F_impro03_F009.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,1.6999999999999957,Ses01F_impro03,8,0
Ses01F_impro03_F010,1,joy,4.0,3.3333,3.0,Oh. I hadn't even thought about that.,47.87,51.075,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,IEMOCAP_CLIPS/Ses01F_impro03_F010.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,3.2050000000000054,Ses01F_impro03,7,0
Ses01F_impro03_F012,1,joy,4.0,3.6667,2.6667,Oh. Totally.,55.865,58.15,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,IEMOCAP_CLIPS/Ses01F_impro03_F012.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.2849999999999966,Ses01F_impro03,2,0
Ses01F_impro03_F013,1,joy,5.0,4.0,3.3333,I guess I'll- I guess I'll have an internet husband.[LAUGHTER],60.73,65.86,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav,IEMOCAP_CLIPS/Ses01F_impro03_F013.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,5.130000000000003,Ses01F_impro03,10,0
Ses01F_impro03_F015,1,excitement,4.6667,3.6667,3.0,"Yeah, so [LAUGHTER] He's calling me now",74.2675,78.8425,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav,IEMOCAP_CLIPS/Ses01F_impro03_F015.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,4.575000000000003,Ses01F_impro03,7,0
Ses01F_impro03_F016,1,joy,4.0,3.0,2.3333,"He likes to keep tabs, you know.",79.035,81.0875,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,IEMOCAP_CLIPS/Ses01F_impro03_F016.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.052500000000009,Ses01F_impro03,7,0
Ses01F_impro03_F017,1,neutral,3.6667,2.6667,2.3333,"Uh, I think seven hundred and fifty dollars.",82.0975,85.08,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav,IEMOCAP_CLIPS/Ses01F_impro03_F017.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.9825000000000017,Ses01F_impro03,8,0
Ses01F_impro03_F018,1,neutral,3.6667,3.0,2.0,Penny slots. That's what he plays.,85.1,88.0225,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F018.wav,IEMOCAP_CLIPS/Ses01F_impro03_F018.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.9224999999999994,Ses01F_impro03,6,0
Ses01F_impro03_F019,1,neutral,3.6667,2.3333,2.0,Yeah.,88.08,89.5,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F019.wav,IEMOCAP_CLIPS/Ses01F_impro03_F019.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,1.4200000000000017,Ses01F_impro03,1,0
Ses01F_impro03_F021,1,joy,3.3333,3.6667,2.6667,Yeah. We played Wheel of Fortune pennies. It's like a giant thing with like-,92.75,98.21,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.wav,IEMOCAP_CLIPS/Ses01F_impro03_F021.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,5.459999999999994,Ses01F_impro03,14,0
Ses01F_impro03_F022,1,neutral,3.3333,2.6667,2.0,Fifty bucks. Mmhmm.,99.7775,102.03,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav,IEMOCAP_CLIPS/Ses01F_impro03_F022.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,2.2524999999999977,Ses01F_impro03,3,0
Ses01F_impro03_F023,1,neutral,3.0,2.3333,2.0,Yeah.,102.62,103.4625,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav,IEMOCAP_CLIPS/Ses01F_impro03_F023.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,0.8425000000000011,Ses01F_impro03,1,0
Ses01F_impro03_F024,1,joy,4.3333,3.0,2.6667,Well so now we're married. We have cat children.,103.78,108.1825,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav,IEMOCAP_CLIPS/Ses01F_impro03_F024.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,4.402500000000003,Ses01F_impro03,9,0
Ses01F_impro03_F025,1,joy,4.3333,3.3333,3.3333,"We renamed Brenda, Lumber Janet.",110.23,114.16,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav,IEMOCAP_CLIPS/Ses01F_impro03_F025.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,3.9299999999999926,Ses01F_impro03,5,0
Ses01F_impro03_F026,1,joy,4.6667,4.0,3.0,She needs a new name each state that we go into. [LAUGHTER],114.19,120.2,Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav,IEMOCAP_CLIPS/Ses01F_impro03_F026.mp4,Session1/dialog/avi/DivX/Ses01F_impro03.avi,6.010000000000005,Ses01F_impro03,12,0
